client_id,items_ordered,rating
323515,1051161,1
323515,1140348,1
323515,639112,1
323515,638981,1
323515,638908,1
323515,638786,1
323515,603179,1
323515,603241,1
323515,603228,1
323515,603229,1
323515,603197,1
323515,603225,1
323515,603186,1
323515,1051140,1
323515,1051167,1
323515,1051231,1
323515,1051233,1
323515,1051142,1
323515,1051155,1
323515,2002246,1
323515,1051263,1
323515,1051174,1
323515,1112197,1
323515,1112213,1
323515,1497358,1
323515,1112219,1
323515,1112215,1
323515,3075708,1
323515,1497289,1
323515,2187966,1
323515,1112198,1
323515,692851,1
323515,664521,1
323515,1475845,1
323515,1475903,1
323515,1475683,1
323515,1475562,1
323515,639095,1
323515,639132,1
323515,639129,1
323515,603194,1
323515,638820,1
323515,638904,1
323515,2194762,1
323515,1195294,1
323515,1195293,1
323515,603193,1
323515,16082,1
323515,16048,1
323515,16078,1
323515,16057,1
323515,16111,1
323515,16153,1
323515,2585057,1
323515,55225,1
323515,16130,1
323515,16046,1
323515,16060,1
323515,1112193,1
323515,603199,1
323515,1497357,1
323515,1475556,1
323515,1475699,1
323515,1633999,1
323515,1475881,1
323515,16040,1
323515,572258,1
323515,16059,1
323515,3075755,1
323515,639109,1
323515,663311,1
323515,692848,1
323515,664455,1
323515,2458639,1
323515,692847,1
323515,1051173,1
323515,1497220,1
323515,3075729,1
323515,1051339,1
323515,1051177,1
323515,1051170,1
323515,1051169,1
323515,1051264,1
323515,603169,1
323515,3684601,1
323515,1051254,1
323515,1051166,1
323515,750694,1
323515,750702,1
323515,750683,1
323515,750710,1
323515,750746,1
323515,750680,1
323515,1140446,1
323515,750681,1
323515,750864,1
323515,1475862,1
323515,1475896,1
323515,1475702,1
323515,1475704,1
323515,1475728,1
323515,1475689,1
323515,750716,1
323515,750763,1
323515,638856,1
323515,639089,1
323515,1112154,1
323515,1112171,1
323515,1051239,1
4306685,645371,1
4306685,3051971,1
4306685,1980943,1
4306685,2293440,1
4306685,2293375,1
4306685,253381,1
4306685,253278,1
4306685,253317,1
4306685,1982389,1
4306685,2293442,1
4306685,1233853,1
4306685,3051973,1
4306685,2901748,1
4306685,2901568,1
4306685,2901592,1
4306685,34331,1
4306685,34411,1
4306685,1748795,1
4306685,36377,1
4306685,645228,1
4306685,645293,1
4306685,2211372,1
4306685,2293429,1
4306685,1980935,1
4306685,15436,1
4306685,15459,1
4306685,2293426,1
4306685,1074025,1
4306685,36391,1
4306685,4958,1
4306685,5011,1
4306685,5030,1
4306685,889306,1
4306685,889380,1
4306685,36385,1
4306685,889302,1
4306685,889382,1
4306685,889359,1
4306685,4968,1
4306685,5040,1
4306685,36379,1
4306685,579161,1
4306685,579162,1
4306685,581800,1
4306685,586633,1
4306685,2293433,1
4306685,36380,1
4306685,83339,1
4306685,83383,1
4306685,83380,1
4306685,578536,1
4306685,579400,1
4306685,1982391,1
4306685,1078164,1
4306685,1078209,1
4306685,1078260,1
4306685,1078124,1
4306685,2534983,1
4306685,2293382,1
4306685,889300,1
4306685,889383,1
4306685,2622899,1
4306685,526698,1
4306685,539161,1
4306685,2535023,1
4306685,2293377,1
4306685,2293379,1
4306685,2293441,1
4306685,36383,1
4306685,889299,1
4306685,889367,1
4306685,2622907,1
4306685,889287,1
4306685,645233,1
4306685,645278,1
4306685,261861,1
4306685,525042,1
4306685,889378,1
4306685,1984446,1
4306685,1984404,1
4306685,3076857,1
4306685,2418713,1
4306685,2418724,1
4306685,3551923,1
4306685,889346,1
4306685,889349,1
4306685,45636,1
4306685,2293372,1
4306685,36367,1
4306685,645150,1
4306685,645227,1
4306685,3413739,1
4306685,3414359,1
4306685,3413335,1
4306685,1159938,1
4306685,889357,1
4306685,36362,1
4306685,889280,1
4306685,3236995,1
4306685,3238603,1
4306685,3240948,1
4306685,2622911,1
842658,1844266,1
842658,1934573,1
842658,1271251,1
842658,1271265,1
842658,868705,1
842658,868676,1
842658,5346,1
842658,5355,1
842658,5366,1
842658,856471,1
842658,856447,1
842658,2256890,1
842658,1271143,1
842658,2610059,1
842658,2610037,1
842658,1271107,1
842658,1271120,1
842658,2750092,1
842658,868666,1
842658,868698,1
842658,2610087,1
842658,2610045,1
842658,1762625,1
842658,1268880,1
842658,868714,1
842658,1268883,1
842658,1321874,1
842658,1321862,1
842658,3247664,1
842658,3228110,1
842658,1271128,1
842658,1271098,1
842658,1762695,1
842658,1271108,1
842658,2750110,1
842658,2750113,1
842658,1271109,1
842658,3228107,1
842658,2750097,1
842658,3215611,1
842658,3216408,1
842658,3215485,1
842658,3215440,1
842658,3216091,1
842658,3146341,1
842658,3146884,1
842658,3148861,1
842658,3215644,1
842658,2750111,1
842658,3147024,1
842658,3230650,1
842658,3146089,1
842658,3146121,1
842658,3230656,1
842658,3147014,1
842658,3215489,1
842658,3216009,1
842658,1271093,1
842658,3216404,1
842658,3216417,1
842658,3216418,1
842658,2610047,1
842658,2610084,1
842658,3215574,1
842658,3215602,1
842658,2988064,1
842658,2988105,1
842658,2988127,1
842658,2988062,1
842658,2988099,1
842658,1592340,1
842658,2252227,1
842658,1218759,1
842658,3215556,1
842658,1268885,1
842658,2988001,1
842658,2987999,1
842658,2988101,1
842658,868670,1
842658,1271124,1
842658,5253,1
842658,422739,1
842658,868701,1
842658,1271127,1
842658,3145981,1
842658,2610083,1
842658,2750104,1
842658,1762674,1
842658,3535083,1
842658,3535090,1
842658,1218742,1
842658,3216389,1
842658,1271101,1
842658,2750106,1
842658,1344357,1
842658,1344369,1
842658,1344350,1
353751,1948285,1
353751,38226,1
353751,353443,1
353751,419148,1
353751,1948249,1
353751,419155,1
353751,3075753,1
353751,1112219,1
353751,1112215,1
353751,1112203,1
353751,2599210,1
353751,2599033,1
353751,2599035,1
353751,2598936,1
353751,2598736,1
353751,2598846,1
353751,2598939,1
353751,1875377,1
353751,1875959,1
353751,1875970,1
353751,1875572,1
353751,5892,1
353751,5855,1
353751,5894,1
353751,954882,1
353751,1203229,1
353751,1980943,1
353751,1984421,1
353751,2211367,1
353751,2099295,1
353751,2099296,1
353751,2099307,1
353751,2099284,1
353751,2099455,1
353751,2099490,1
353751,2099298,1
353751,117180,1
353751,2189286,1
353751,1971631,1
353751,1971938,1
353751,117302,1
353751,2099514,1
353751,2131902,1
353751,61197,1
353751,771311,1
353751,1413375,1
353751,1413260,1
353751,629181,1
353751,629451,1
353751,629419,1
353751,629191,1
353751,629466,1
353751,629531,1
353751,629123,1
353751,1865132,1
353751,1085830,1
353751,1875651,1
353751,1875621,1
353751,1875969,1
353751,2099459,1
353751,2099300,1
353751,2099534,1
353751,117148,1
353751,1475547,1
353751,1477895,1
353751,1475910,1
353751,2729497,1
353751,2729491,1
353751,2729503,1
353751,2729487,1
353751,2729545,1
353751,2729599,1
353751,2729605,1
353751,603179,1
353751,603234,1
353751,603195,1
353751,603205,1
353751,603241,1
353751,2264430,1
353751,2264290,1
353751,2264266,1
353751,2264240,1
353751,2264334,1
353751,2729514,1
353751,2729539,1
353751,2729526,1
353751,16038,1
353751,16052,1
353751,16050,1
353751,16054,1
353751,16069,1
353751,16057,1
353751,16053,1
353751,572258,1
353751,16079,1
353751,16111,1
353751,16153,1
353751,55227,1
353751,1051326,1
353751,1051142,1
353751,1051259,1
353751,1051155,1
353751,1051174,1
353751,2735267,1
353751,2734905,1
353751,2735156,1
353751,13199,1
353751,13256,1
353751,13325,1
353751,13273,1
353751,13280,1
353751,2838671,1
353751,2838703,1
353751,2585057,1
353751,117308,1
353751,117319,1
353751,1971105,1
353751,2099546,1
353751,2099512,1
353751,29096,1
353751,29127,1
353751,29111,1
353751,9402,1
353751,120048,1
353751,24553,1
353751,169517,1
353751,24616,1
353751,24568,1
353751,26454,1
353751,24538,1
353751,961176,1
353751,961186,1
353751,961199,1
353751,2599139,1
353751,2599172,1
353751,2598881,1
353751,1456695,1
353751,16081,1
353751,572261,1
353751,5450,1
353751,5514,1
353751,5503,1
353751,2635922,1
353751,29144,1
353751,16148,1
353751,1456915,1
353751,1475562,1
353751,1475556,1
353751,1475898,1
353751,1475822,1
353751,1475680,1
353751,1475561,1
353751,1475729,1
353751,72610,1
353751,2427513,1
353751,119802,1
353751,2427703,1
353751,3403512,1
353751,119765,1
353751,1875616,1
353751,1875365,1
353751,1875850,1
353751,663317,1
353751,1475559,1
353751,1475710,1
353751,2302460,1
353751,2302544,1
353751,2302543,1
353751,2302537,1
353751,2302568,1
353751,2377497,1
353751,5437,1
353751,2225912,1
353751,5528,1
353751,5507,1
353751,7715,1
353751,7718,1
353751,2636012,1
353751,573005,1
353751,3474798,1
353751,572996,1
353751,1031281,1
353751,2729521,1
353751,1279700,1
353751,3333741,1
353751,2302489,1
353751,2302076,1
353751,2302272,1
353751,2302448,1
353751,2388237,1
353751,2388737,1
353751,2388738,1
353751,2388742,1
353751,2388978,1
353751,2388743,1
353751,2388747,1
353751,2388755,1
353751,2388156,1
353751,246270,1
353751,246552,1
353751,246551,1
353751,246486,1
353751,246200,1
353751,246495,1
353751,246161,1
353751,3608129,1
353751,3604091,1
353751,3607969,1
353751,3608161,1
353751,1875369,1
353751,16080,1
353751,16146,1
353751,2598584,1
353751,2599107,1
353751,2599110,1
353751,2597580,1
353751,2599222,1
353751,2984130,1
353751,2984207,1
353751,2984709,1
353751,2984534,1
353751,1503,1
353751,1434,1
353751,1487,1
353751,2729512,1
353751,2302498,1
353751,61194,1
353751,61178,1
353751,61222,1
353751,61244,1
353751,16076,1
353751,1792839,1
353751,1475679,1
353751,1475689,1
353751,1994817,1
353751,1994771,1
353751,771308,1
353751,61177,1
353751,61185,1
353751,7170,1
353751,1516133,1
353751,7469,1
353751,7199,1
353751,7457,1
353751,2863902,1
353751,3614947,1
353751,2988037,1
353751,2988062,1
353751,2988124,1
353751,1994732,1
353751,1994775,1
353751,2729493,1
353751,2729499,1
353751,2729601,1
353751,2729606,1
353751,2729481,1
353751,2729520,1
353751,36365,1
353751,45636,1
353751,246254,1
353751,246466,1
353751,246167,1
353751,246337,1
353751,145544,1
353751,145629,1
353751,145639,1
353751,145598,1
353751,145587,1
353751,145621,1
1068605,619385,1
1068605,363826,1
1068605,363389,1
1068605,363491,1
1068605,854004,1
1068605,854005,1
1068605,853916,1
1068605,3075708,1
1068605,1112179,1
1068605,1497370,1
1068605,1062797,1
1068605,1063537,1
1068605,1063324,1
1068605,1062841,1
1068605,363515,1
1068605,1063326,1
1068605,1542521,1
1068605,663293,1
1068605,663311,1
1068605,678779,1
1068605,2457699,1
1068605,1472,1
1068605,1484,1
1068605,1452,1
1068605,376806,1
1068605,1063360,1
1068605,368945,1
1068605,619395,1
1068605,664577,1
1068605,1112130,1
1068605,363504,1
1068605,363470,1
1068605,368942,1
1068605,362374,1
1068605,1063415,1
1068605,1062793,1
1068605,692848,1
1068605,664455,1
1068605,363411,1
1068605,368960,1
1068605,3075722,1
1068605,363382,1
1068605,376800,1
1068605,1063513,1
1068605,1062806,1
1068605,1279716,1
1068605,1501063,1
1068605,362409,1
1068605,619388,1
1068605,24478,1
1068605,24440,1
1068605,24485,1
1068605,24418,1
1068605,1080078,1
1068605,1112218,1
1068605,376810,1
1068605,24441,1
1068605,362371,1
1068605,1497289,1
901588,15363,1
901588,15391,1
901588,15388,1
901588,15402,1
901588,857070,1
901588,857210,1
901588,858993,1
901588,857235,1
901588,1223644,1
901588,1223738,1
901588,57972,1
901588,57988,1
901588,915407,1
901588,696519,1
901588,696681,1
901588,696546,1
901588,1223729,1
901588,23264,1
901588,23238,1
901588,29570,1
901588,1300037,1
901588,915373,1
901588,696567,1
901588,696647,1
901588,857165,1
901588,915196,1
901588,915257,1
901588,664437,1
901588,678779,1
901588,3066941,1
901588,3066966,1
901588,3066937,1
901588,3066942,1
901588,23236,1
901588,1223648,1
901588,701727,1
901588,3214163,1
901588,1223727,1
901588,915146,1
901588,3100797,1
901588,3097529,1
901588,3100816,1
901588,961164,1
901588,961241,1
901588,915220,1
901588,915266,1
901588,915248,1
901588,3230185,1
901588,1223728,1
901588,692836,1
901588,692848,1
901588,696646,1
901588,3230312,1
901588,3066933,1
901588,3066973,1
901588,696634,1
901588,696549,1
901588,915225,1
901588,915291,1
901588,15404,1
901588,664441,1
901588,57981,1
901588,3214178,1
901588,23292,1
901588,526055,1
901588,526029,1
901588,3066955,1
901588,15389,1
901588,915125,1
901588,853134,1
901588,857180,1
901588,3475828,1
901588,1031274,1
901588,573015,1
901588,663313,1
901588,743928,1
901588,238102,1
901588,829703,1
901588,829725,1
901588,1878580,1
901588,829470,1
901588,927672,1
901588,1902010,1
901588,3009,1
901588,915208,1
901588,915093,1
901588,3322940,1
901588,915201,1
901588,1402903,1
901588,1440077,1
901588,1077751,1
901588,1077741,1
901588,1239851,1
901588,861960,1
901588,1257406,1
901588,1257802,1
901588,1257804,1
901588,861955,1
901588,2989,1
901588,1203255,1
901588,5869,1
901588,57983,1
901588,1763902,1
901588,861992,1
901588,1371305,1
901588,1371529,1
901588,1371492,1
901588,915222,1
3680801,2259346,1
3680801,2259170,1
3680801,2259195,1
3680801,2259354,1
3680801,3336,1
3680801,3388,1
3680801,3412,1
3680801,3466,1
3680801,2976253,1
3680801,72369,1
3680801,590983,1
3680801,1094998,1
3680801,590980,1
3680801,72099,1
3680801,24440,1
3680801,24488,1
3680801,24498,1
3680801,24409,1
3680801,1080078,1
3680801,72366,1
3680801,2259462,1
3680801,2259155,1
3680801,3030134,1
3680801,72388,1
3680801,2259174,1
3680801,2259467,1
3680801,2259204,1
3680801,2259202,1
3680801,3177250,1
3680801,3177566,1
3680801,3176776,1
3680801,3387,1
3680801,26554,1
3680801,1304275,1
3680801,1304306,1
3680801,26559,1
3680801,1304301,1
3680801,26538,1
3680801,24486,1
3680801,24463,1
3680801,26543,1
3680801,59081,1
3680801,2811955,1
3680801,2217968,1
3680801,2462565,1
3680801,2217874,1
3680801,2462566,1
3680801,2217970,1
3680801,3174365,1
3680801,3177611,1
3680801,6822,1
3680801,6823,1
3680801,6833,1
3680801,6863,1
3680801,1304281,1
3680801,1972387,1
3680801,1741792,1
3680801,390360,1
3680801,6683,1
134566,1737985,1
134566,1738035,1
134566,1738673,1
134566,1738683,1
134566,1738685,1
134566,1738694,1
134566,1878579,1
134566,1304275,1
134566,24409,1
134566,24440,1
134566,24443,1
134566,24486,1
134566,26544,1
134566,1304280,1
134566,13239,1
134566,2838648,1
134566,750706,1
134566,750703,1
134566,750710,1
134566,750683,1
134566,1792804,1
134566,750871,1
134566,680770,1
134566,2149473,1
134566,680799,1
134566,680838,1
134566,680848,1
134566,680836,1
134566,680852,1
134566,2127194,1
134566,2931334,1
134566,1575204,1
134566,374178,1
134566,1991946,1
134566,55902,1
134566,1865704,1
134566,1085827,1
134566,624770,1
134566,35657,1
134566,1062801,1
134566,1063408,1
134566,1062820,1
134566,1063386,1
134566,6822,1
134566,6684,1
134566,2997170,1
134566,24411,1
134566,24483,1
134566,24441,1
134566,24485,1
134566,72610,1
134566,72611,1
134566,2818374,1
134566,2819165,1
134566,1063544,1
134566,1063537,1
134566,2819101,1
134566,750712,1
134566,1062797,1
134566,2819199,1
134566,2818354,1
134566,2819233,1
134566,2819202,1
134566,2259484,1
134566,1063411,1
134566,2819218,1
134566,2819095,1
134566,1477144,1
134566,1477194,1
134566,1477198,1
134566,1607741,1
134566,670910,1
134566,1063414,1
134566,663311,1
134566,1063324,1
134566,24458,1
134566,24477,1
134566,24484,1
134566,24442,1
134566,3666338,1
134566,3666363,1
134566,16063,1
134566,16192,1
134566,16153,1
134566,59081,1
134566,24478,1
134566,3666335,1
134566,16181,1
134566,16141,1
134566,1477150,1
134566,1063458,1
134566,26539,1
134566,3666371,1
134566,16140,1
134566,35668,1
134566,1477186,1
134566,1063313,1
36415,638898,1
36415,1140444,1
36415,638787,1
36415,597787,1
36415,459368,1
36415,459352,1
36415,597851,1
36415,24485,1
36415,24477,1
36415,24423,1
36415,6554,1
36415,6573,1
36415,6617,1
36415,6682,1
36415,2931334,1
36415,2931345,1
36415,24412,1
36415,24470,1
36415,6664,1
36415,597859,1
36415,6621,1
36415,6555,1
36415,61167,1
36415,61186,1
36415,61189,1
36415,2931312,1
36415,1984420,1
36415,1982389,1
36415,2535027,1
36415,2019963,1
36415,2019966,1
36415,2019899,1
36415,2019970,1
913282,1450987,1
913282,852946,1
913282,854196,1
913282,853054,1
913282,1059644,1
913282,2691442,1
913282,2692293,1
913282,2691394,1
913282,2691384,1
913282,35668,1
913282,1432615,1
913282,1432618,1
913282,1432628,1
913282,852898,1
913282,852927,1
913282,1475702,1
913282,1475879,1
913282,1475756,1
913282,1475704,1
913282,3052109,1
913282,1432622,1
913282,1432571,1
913282,3052004,1
913282,3052009,1
913282,1059574,1
913282,1059618,1
913282,1059603,1
913282,35657,1
913282,1475690,1
913282,1475708,1
913282,2543364,1
913282,1371327,1
913282,1371546,1
913282,1371492,1
913282,1475728,1
913282,1475730,1
913282,1475848,1
913282,1475738,1
913282,1371379,1
913282,1371495,1
913282,1475883,1
913282,1475716,1
913282,61178,1
913282,61223,1
913282,771311,1
913282,61240,1
913282,1475882,1
913282,2592161,1
913282,1475742,1
913282,3052006,1
913282,2931321,1
913282,1475562,1
913282,1475559,1
913282,1475841,1
913282,1371439,1
913282,1475737,1
913282,1475741,1
913282,1475926,1
913282,1475556,1
913282,1371547,1
913282,3008286,1
913282,1475686,1
913282,1475721,1
913282,1371531,1
913282,1475551,1
913282,1475749,1
913282,771297,1
913282,61175,1
913282,1475680,1
913282,1371537,1
913282,1475712,1
913282,1371497,1
913282,1371313,1
913282,61244,1
913282,61174,1
913282,2543525,1
913282,2543341,1
913282,2543504,1
913282,2734943,1
913282,2734936,1
913282,2735283,1
913282,2736008,1
25367,297992,1
25367,305656,1
25367,298108,1
25367,305646,1
25367,305648,1
25367,305654,1
25367,1742338,1
25367,1223728,1
25367,1223648,1
25367,1223637,1
25367,1223636,1
25367,1223643,1
25367,1051844,1
25367,55830,1
25367,55778,1
25367,55909,1
25367,298066,1
25367,1657093,1
25367,550435,1
25367,550442,1
25367,55902,1
25367,1575202,1
25367,1051840,1
25367,1991946,1
25367,1223644,1
25367,1223727,1
25367,136467,1
25367,136450,1
25367,136485,1
25367,136486,1
25367,136677,1
25367,772561,1
25367,1134229,1
25367,1134350,1
25367,1135423,1
25367,136444,1
25367,3037147,1
25367,3037170,1
25367,3037153,1
25367,136729,1
25367,136445,1
25367,298070,1
25367,3037191,1
25367,3068,1
25367,3120,1
25367,3139,1
25367,3088,1
25367,3182,1
25367,36389,1
25367,1016969,1
25367,1016974,1
25367,1400288,1
25367,15405,1
25367,15422,1
25367,15474,1
25367,15480,1
25367,2240428,1
25367,305662,1
25367,55934,1
25367,55777,1
25367,55780,1
25367,55784,1
25367,3037196,1
25367,3037206,1
25367,3339022,1
25367,1416029,1
25367,3340748,1
25367,964070,1
25367,983435,1
25367,15473,1
25367,15459,1
25367,2575686,1
25367,2575850,1
25367,2575859,1
25367,2669660,1
25367,2575854,1
25367,3037154,1
25367,3037232,1
25367,663311,1
25367,2458639,1
25367,2692005,1
25367,2692261,1
25367,2692280,1
25367,2692276,1
25367,2691394,1
25367,2691442,1
25367,2691751,1
25367,855080,1
25367,3037215,1
25367,3057604,1
25367,3051913,1
25367,3051944,1
25367,3037177,1
25367,1223638,1
25367,3051970,1
25367,2692263,1
25367,1223633,1
25367,3051996,1
25367,3037208,1
25367,1223719,1
25367,1223684,1
25367,1223739,1
25367,2019864,1
25367,2019931,1
25367,2019873,1
25367,2019980,1
25367,3051975,1
25367,3037175,1
25367,3037237,1
25367,1575204,1
25367,3051977,1
25367,61416,1
25367,55895,1
25367,3037204,1
25367,2240367,1
25367,3051880,1
25367,3037231,1
25367,3057612,1
25367,2775883,1
25367,841630,1
25367,841460,1
25367,2259462,1
25367,3037210,1
25367,3037168,1
25367,113801,1
25367,113829,1
25367,113779,1
25367,113858,1
25367,113870,1
25367,2535027,1
25367,1984404,1
25367,1982353,1
25367,2293372,1
25367,3037230,1
3990705,1052778,1
3990705,1051162,1
3990705,1051170,1
3990705,1051231,1
3990705,2019926,1
3990705,2019931,1
3990705,2019970,1
3990705,2019982,1
3990705,2019942,1
3990705,2826396,1
3990705,2826416,1
3990705,2826899,1
3990705,2827114,1
3990705,2302359,1
3990705,2302531,1
3990705,2302543,1
3990705,2302594,1
3990705,2377497,1
3990705,2302530,1
3990705,1738751,1
3990705,1738513,1
3990705,1738439,1
3990705,1738752,1
3990705,1738690,1
3990705,1934656,1
3990705,2604298,1
3990705,1939100,1
3990705,1835349,1
3990705,1835274,1
3990705,1835338,1
3990705,1836052,1
3990705,2827097,1
3990705,2827080,1
3990705,1738576,1
3990705,1738594,1
3990705,1738763,1
3990705,1738031,1
3990705,2122695,1
3990705,1673997,1
3990705,2127443,1
3990705,1715836,1
3990705,1836060,1
3990705,1835347,1
3990705,2122696,1
3990705,1681263,1
3990705,1681261,1
3990705,3097652,1
3990705,1279710,1
3990705,1279692,1
3990705,1501063,1
3990705,1738687,1
3990705,1738677,1
3990705,1738699,1
3990705,2302367,1
3990705,2302555,1
3990705,668686,1
3990705,855788,1
3990705,674783,1
3990705,674747,1
3990705,1738738,1
3990705,1738056,1
3990705,1475546,1
3990705,1475708,1
3990705,1475796,1
3990705,1475797,1
3990705,1475894,1
3990705,1475903,1
3990705,2729503,1
3990705,2729485,1
3990705,2729608,1
3990705,2729520,1
3990705,597786,1
3990705,459353,1
3990705,459355,1
