"order_id","client_id","order_date_ca","items_ordered"
"27110803","3311620","2014-10-21 19:01:58.084652+00","24492"
"27261154","3311620","2014-10-26 18:31:29.962876+00","961200"
"27261154","3311620","2014-10-26 18:31:29.962876+00","1752055"
"27261154","3311620","2014-10-26 18:31:29.962876+00","1203114"
"27261154","3311620","2014-10-26 18:31:29.962876+00","961164"
"27396064","3311620","2014-10-31 19:37:10.684517+00","16045"
"27396064","3311620","2014-10-31 19:37:10.684517+00","16060"
"27396064","3311620","2014-10-31 19:37:10.684517+00","16061"
"27396064","3311620","2014-10-31 19:37:10.684517+00","16048"
"27396064","3311620","2014-10-31 19:37:10.684517+00","16072"
"27396064","3311620","2014-10-31 19:37:10.684517+00","572184"
"27613070","3311620","2014-11-07 20:13:49.879238+00","24477"
"27613070","3311620","2014-11-07 20:13:49.879238+00","24443"
"27613070","3311620","2014-11-07 20:13:49.879238+00","24446"
"27613070","3311620","2014-11-07 20:13:49.879238+00","24486"
"27686200","3311620","2014-11-09 21:57:56.923628+00","961200"
"27686200","3311620","2014-11-09 21:57:56.923628+00","961199"
"27686200","3311620","2014-11-09 21:57:56.923628+00","961164"
"27788082","3311620","2014-11-13 21:02:22.512414+00","16045"
"27788082","3311620","2014-11-13 21:02:22.512414+00","16061"
"27788082","3311620","2014-11-13 21:02:22.512414+00","16048"
"27788082","3311620","2014-11-13 21:02:22.512414+00","16072"
"27788082","3311620","2014-11-13 21:02:22.512414+00","572184"
"27862301","3311620","2014-11-15 22:06:39.87336+00","1681258"
"27862301","3311620","2014-11-15 22:06:39.87336+00","2122696"
"27862301","3311620","2014-11-15 22:06:39.87336+00","1673998"
"27899719","3311620","2014-11-16 21:05:07.551744+00","2637421"
"27899719","3311620","2014-11-16 21:05:07.551744+00","2638013"
"27899719","3311620","2014-11-16 21:05:07.551744+00","2638074"
"28006293","3311620","2014-11-20 20:56:13.993156+00","24477"
"28006293","3311620","2014-11-20 20:56:13.993156+00","24443"
"28006293","3311620","2014-11-20 20:56:13.993156+00","24446"
"28006293","3311620","2014-11-20 20:56:13.993156+00","24486"
"28080764","3311620","2014-11-22 21:01:42.839559+00","2637421"
"28080764","3311620","2014-11-22 21:01:42.839559+00","2638254"
"28080764","3311620","2014-11-22 21:01:42.839559+00","2638390"
"28080764","3311620","2014-11-22 21:01:42.839559+00","2638047"
"28193952","3311620","2014-11-26 21:45:26.444011+00","526090"
"28193952","3311620","2014-11-26 21:45:26.444011+00","526051"
"28198981","3311620","2014-11-27 20:18:43.591303+00","1932214"
"28198981","3311620","2014-11-27 20:18:43.591303+00","1932090"
"28198981","3311620","2014-11-27 20:18:43.591303+00","1932077"
"28198981","3311620","2014-11-27 20:18:43.591303+00","1932228"
"23789807","283360","2014-06-05 21:10:44.712572+00","1475562"
"23789807","283360","2014-06-05 21:10:44.712572+00","1475796"
"23789807","283360","2014-06-05 21:10:44.712572+00","1475742"
"23789807","283360","2014-06-05 21:10:44.712572+00","1633999"
"23814739","283360","2014-06-06 20:28:28.8026+00","1526690"
"23814739","283360","2014-06-06 20:28:28.8026+00","668971"
"23814739","283360","2014-06-06 20:28:28.8026+00","668951"
"23840506","283360","2014-06-07 21:53:59.801862+00","1475562"
"23840506","283360","2014-06-07 21:53:59.801862+00","1475879"
"23840506","283360","2014-06-07 21:53:59.801862+00","1475742"
"23840506","283360","2014-06-07 21:53:59.801862+00","1475702"
"23922479","283360","2014-06-11 19:29:26.269348+00","1475562"
"23922479","283360","2014-06-11 19:29:26.269348+00","1475796"
"23922479","283360","2014-06-11 19:29:26.269348+00","1475741"
"23922479","283360","2014-06-11 19:29:26.269348+00","1475742"
"23922479","283360","2014-06-11 19:29:26.269348+00","1633999"
"23922479","283360","2014-06-11 19:29:26.269348+00","1475903"
"23968908","283360","2014-06-13 19:02:31.472494+00","2604532"
"23968908","283360","2014-06-13 19:02:31.472494+00","1939100"
"23968908","283360","2014-06-13 19:02:31.472494+00","2604532"
"23968908","283360","2014-06-13 19:02:31.472494+00","1939100"
"23995489","283360","2014-06-14 19:48:55.975354+00","668951"
"23995489","283360","2014-06-14 19:48:55.975354+00","855784"
"24019163","283360","2014-06-15 19:19:43.912913+00","1934656"
"24019163","283360","2014-06-15 19:19:43.912913+00","1934643"
"24019163","283360","2014-06-15 19:19:43.912913+00","2604295"
"24019163","283360","2014-06-15 19:19:43.912913+00","2102860"
"24019163","283360","2014-06-15 19:19:43.912913+00","1939100"
"24035529","283360","2014-06-16 17:49:17.586775+00","1062841"
"24035529","283360","2014-06-16 17:49:17.586775+00","1063537"
"24035529","283360","2014-06-16 17:49:17.586775+00","1062797"
"24035529","283360","2014-06-16 17:49:17.586775+00","1607967"
"24035529","283360","2014-06-16 17:49:17.586775+00","1063363"
"24056530","283360","2014-06-17 18:38:59.104231+00","2446612"
"24056530","283360","2014-06-17 18:38:59.104231+00","1288643"
"24075119","283360","2014-06-18 18:13:03.611966+00","1475796"
"24075119","283360","2014-06-18 18:13:03.611966+00","1475898"
"24079447","283360","2014-06-18 21:06:28.293268+00","1085794"
"24079447","283360","2014-06-18 21:06:28.293268+00","1085814"
"24122630","283360","2014-06-20 19:24:21.076093+00","1738175"
"24122630","283360","2014-06-20 19:24:21.076093+00","1738770"
"24122630","283360","2014-06-20 19:24:21.076093+00","1738513"
"24122630","283360","2014-06-20 19:24:21.076093+00","1738513"
"24122630","283360","2014-06-20 19:24:21.076093+00","1738690"
"24122630","283360","2014-06-20 19:24:21.076093+00","1738695"
"24122630","283360","2014-06-20 19:24:21.076093+00","1737985"
"24122630","283360","2014-06-20 19:24:21.076093+00","1738031"
"24146161","283360","2014-06-21 18:48:32.054793+00","1934643"
"24146161","283360","2014-06-21 18:48:32.054793+00","2604295"
"24146161","283360","2014-06-21 18:48:32.054793+00","1939100"
"24146161","283360","2014-06-21 18:48:32.054793+00","1939100"
"24151382","283360","2014-06-22 00:09:38.33491+00","55596"
"24151382","283360","2014-06-22 00:09:38.33491+00","55922"
"24151382","283360","2014-06-22 00:09:38.33491+00","1992027"
"24151382","283360","2014-06-22 00:09:38.33491+00","374167"
"24230676","283360","2014-06-25 18:03:11.312509+00","1475562"
"24230676","283360","2014-06-25 18:03:11.312509+00","1475735"
"24230676","283360","2014-06-25 18:03:11.312509+00","1475796"
"24230676","283360","2014-06-25 18:03:11.312509+00","1475742"
"24230676","283360","2014-06-25 18:03:11.312509+00","1633999"
"24278946","283360","2014-06-27 19:29:52.437803+00","3177326"
"24278946","283360","2014-06-27 19:29:52.437803+00","3177643"
"24278946","283360","2014-06-27 19:29:52.437803+00","3174204"
"24332754","283360","2014-06-29 21:09:02.329183+00","1085794"
"24351425","283360","2014-06-30 19:37:40.75041+00","61195"
"24351425","283360","2014-06-30 19:37:40.75041+00","61161"
"24351425","283360","2014-06-30 19:37:40.75041+00","61199"
"24353597","283360","2014-06-30 23:57:33.195361+00","1475562"
"24353597","283360","2014-06-30 23:57:33.195361+00","1475742"
"24353597","283360","2014-06-30 23:57:33.195361+00","1475715"
"24353597","283360","2014-06-30 23:57:33.195361+00","1475756"
"24370426","283360","2014-07-01 19:00:17.163373+00","1934656"
"24370426","283360","2014-07-01 19:00:17.163373+00","2604295"
"24370426","283360","2014-07-01 19:00:17.163373+00","2604295"
"24370426","283360","2014-07-01 19:00:17.163373+00","1934656"
"24393812","283360","2014-07-02 21:32:02.619611+00","18490"
"24393812","283360","2014-07-02 21:32:02.619611+00","18475"
"24393812","283360","2014-07-02 21:32:02.619611+00","18531"
"24393812","283360","2014-07-02 21:32:02.619611+00","18531"
"24413355","283360","2014-07-03 19:39:13.341661+00","18490"
"24413355","283360","2014-07-03 19:39:13.341661+00","18531"
"24420622","283360","2014-07-04 12:11:15.07972+00","2446612"
"24432276","283360","2014-07-04 21:06:50.972214+00","55799"
"24432276","283360","2014-07-04 21:06:50.972214+00","55844"
"24481019","283360","2014-07-06 21:43:55.993426+00","1475562"
"24481019","283360","2014-07-06 21:43:55.993426+00","1475742"
"24481019","283360","2014-07-06 21:43:55.993426+00","1475741"
"24481019","283360","2014-07-06 21:43:55.993426+00","1475879"
"24499896","283360","2014-07-07 20:53:41.857645+00","55844"
"24499896","283360","2014-07-07 20:53:41.857645+00","55877"
"24499896","283360","2014-07-07 20:53:41.857645+00","55916"
"24519625","283360","2014-07-08 21:58:01.996435+00","55844"
"24519625","283360","2014-07-08 21:58:01.996435+00","55916"
"24555871","283360","2014-07-10 18:47:02.720793+00","2446612"
"24555871","283360","2014-07-10 18:47:02.720793+00","1866385"
"24555871","283360","2014-07-10 18:47:02.720793+00","1288643"
"24555871","283360","2014-07-10 18:47:02.720793+00","1866385"
"24588470","283360","2014-07-12 10:44:12.484708+00","2446612"
"24631086","283360","2014-07-13 18:12:33.665129+00","2604532"
"24631086","283360","2014-07-13 18:12:33.665129+00","1939100"
"24631086","283360","2014-07-13 18:12:33.665129+00","1934656"
"24651559","283360","2014-07-14 17:48:27.568415+00","1865657"
"24651559","283360","2014-07-14 17:48:27.568415+00","1085811"
"24651559","283360","2014-07-14 17:48:27.568415+00","1085823"
"24671471","283360","2014-07-15 17:54:44.751616+00","55844"
"24671471","283360","2014-07-15 17:54:44.751616+00","55877"
"24690342","283360","2014-07-16 17:42:08.940455+00","1077638"
"24690342","283360","2014-07-16 17:42:08.940455+00","1077638"
"24690342","283360","2014-07-16 17:42:08.940455+00","1077724"
"24690342","283360","2014-07-16 17:42:08.940455+00","1077727"
"24711423","283360","2014-07-17 17:55:54.264533+00","2446612"
"24711423","283360","2014-07-17 17:55:54.264533+00","1866385"
"24711423","283360","2014-07-17 17:55:54.264533+00","1866385"
"24711423","283360","2014-07-17 17:55:54.264533+00","1288733"
"24736920","283360","2014-07-18 18:15:43.179817+00","1934643"
"24736920","283360","2014-07-18 18:15:43.179817+00","1934656"
"24736920","283360","2014-07-18 18:15:43.179817+00","2604295"
"24736920","283360","2014-07-18 18:15:43.179817+00","1939100"
"24736920","283360","2014-07-18 18:15:43.179817+00","2604535"
"24767148","283360","2014-07-19 20:15:36.139291+00","18490"
"24767148","283360","2014-07-19 20:15:36.139291+00","18496"
"24767148","283360","2014-07-19 20:15:36.139291+00","18531"
"24813352","283360","2014-07-21 19:30:28.893331+00","2604532"
"24813352","283360","2014-07-21 19:30:28.893331+00","1939100"
"24830715","283360","2014-07-22 18:35:42.667648+00","3216091"
